CNTYVTD,PatrickR_18G_Lt. Governor,CollierD_18G_Lt. Governor,McKennonL_18G_Lt. Governor
"2510020",268,219,12
"2510021",742,148,11
"2510022",1422,578,43
"2510023",961,221,21
"2510024",578,138,18
"2510025",505,192,16
"2510026",647,149,21
"2510027",1069,203,26
"2510028",858,210,19
"2510029",450,115,15
"2510030",491,124,14
"2510031",582,121,14
"2510032",1325,341,28
"2510033",518,109,14
"2510034",828,296,33
"2510035",1845,436,45
"2510036",259,171,13
"2530101",460,159,20
"2530102",43,33,3
"2530103",161,60,3
"2530201",514,311,13
"2530202",110,28,1
"2530203",132,25,3
"2530301",129,15,2
"2530302",505,62,7
"2530303",592,77,12
"2530401",656,110,15
"2530402",517,159,12
"2550001",413,349,20
"2550002",90,20,1
"2550003",99,6,1
"2550004",351,175,14
"2550005",240,111,7
"2550006",156,22,3
"2550007",327,50,8
"2550008",88,38,2
"2550009",114,20,2
"2550010",154,24,4
"2550011",233,82,9
"2550012",254,115,7
"2550013",30,1,1
"2550014",156,209,5
"2550015",32,14,0
"2570001",855,468,21
"2570002",512,154,13
"2570003",1724,787,53
"2570004",1810,658,31
"2570005",289,685,5
"2570006",912,205,21
"2570007",1647,1216,78
"2570008",547,371,18
"2570009",720,205,14
"2570010",1107,218,15
"2570011",786,320,25
"2570012",777,142,25
"2570013",935,724,36
"2570014",1135,750,46
"2570015",1142,217,17
"2570016",1212,258,25
"2570017",892,185,19
"2570018",921,268,20
"2570019",923,412,34
"2570020",568,176,17
"2570021",947,193,19
"2570022",555,117,9
"2570023",444,137,14
"2570024",538,216,10
"2570025",276,171,11
"2570026",135,466,8
"2570027",1392,689,47
"2570028",593,193,17
"2570029",790,949,42
"2570030",715,194,14
"2591010",1148,433,49
"2591110",2184,560,57
"2592020",1315,230,21
"2592080",1877,453,46
"2592120A",2090,574,53
"2592120B",25,7,0
"2593030",1399,265,28
"2593040",1740,524,52
"2593060",350,70,7
"2594050",1221,410,24
"2594070",188,45,3
"2594100",1709,462,44
"2610001",26,11,1
"2610002",18,23,1
"2610003",6,9,0
"2610004",18,10,1
"2610005",5,3,1
"2610006",6,8,0
"2630101",83,23,2
"2630201",15,6,0
"2630202",40,8,0
"2630301",47,14,3
"2630302",21,2,0
"2630401",60,12,0
"2650101",1421,378,21
"2650107",493,102,7
"2650109",725,186,12
"2650113",784,294,20
"2650118",184,51,8
"2650119",922,395,26
"2650202",1130,227,29
"2650211",470,165,6
"2650215",1452,370,31
"2650220",1471,357,33
"2650303",541,123,8
"2650308",251,88,1
"2650312",1487,644,46
"2650314",587,406,26
"2650404",555,73,8
"2650405",871,297,22
"2650406",1522,381,22
"2650410",162,20,1
"2650416",864,201,12
"2650417",830,264,20
"2670001",334,77,11
"2670002",151,32,6
"2670003",125,28,2
"2670004",168,32,4
"2670006",164,25,2
"2670007",203,22,8
"2670009",237,57,8
"2690001",22,8,2
"2690002",18,1,0
"2690003A",8,1,1
"2690003B",20,2,0
"2690004",25,14,1
"2710001",260,61,5
"2710002",152,99,9
"2710003",99,102,4
"2710004",295,62,4
"2730011",521,362,33
"2730012",408,235,10
"2730013",295,386,12
"2730014",92,115,4
"2730021",34,89,7
"2730022",218,233,16
"2730023",198,322,10
"2730024",267,283,14
"2730031",408,264,20
"2730032",246,249,11
"2730033",250,147,10
"2730034",205,115,8
"2730035",321,212,9
"2730041",47,137,6
"2730042",80,226,9
"2730043",276,376,20
"2730044",87,137,6
"2730045",67,241,10
"2750101",221,82,10
"2750201",87,22,2
"2750202",111,36,2
"2750301",123,74,8
"2750302",37,7,1
"2750401",161,98,5
"277001B",128,17,0
"277001C",134,36,1
"277001D",257,55,4
"277001E",345,96,3
"277001F",414,70,4
"277001G",219,46,7
"277001H",268,55,1
"277001I",51,8,0
"277002D",254,94,5
"277002E",253,81,2
"277002F",89,30,1
"277002G",282,88,4
"277003D",394,61,3
"277003E",643,85,5
"277003F",257,50,4
"277003G",278,47,3
"277003I",625,122,12
"277004B",794,171,16
"277004C",140,35,2
"277004D",736,97,6
"277004E",328,63,9
"277004F",749,194,24
"277004G",937,203,14
"2771A3B",253,144,7
"2771A5A",350,271,22
"2771E7C",436,150,13
"2772A1A",133,323,6
"2772B2A",161,306,10
"2772C3A",361,262,9
"2773C7G",985,516,22
"2773H3C",247,103,3
"2774A6E",574,240,17
"2790001",313,93,9
"2790002",97,83,5
"2790003",230,75,6
"2790004",33,5,0
"2790005",144,49,0
"2790006",120,34,2
"2790007",43,5,0
"2790008",752,206,16
"2790009",303,127,23
"2790010",158,34,6
"2790011",258,92,10
"2790012",81,20,2
"2810001",732,271,22
"2810002",1475,377,37
"2810003",624,220,19
"2810004",525,123,23
"2810005",302,41,4
"2810006",273,42,6
"2810007",330,87,11
"2810008",745,197,26
"2810009",766,194,21
"2830001",237,196,8
"2830002",59,119,2
"2830003",99,182,3
"2830004",44,7,2
"2830005",121,161,0
"2830006",80,87,3
"283003A",8,1,0
"2850001",516,73,3
"2850002",700,150,15
"2850007",140,40,0
"2850008",409,59,7
"2850009",630,125,12
"2850011",169,26,5
"2850012",185,24,3
"2850015",95,18,1
"2850016",260,39,0
"2850017",184,24,2
"2850019",223,23,1
"2850020",51,11,0
"2850023",654,93,15
"2850026",86,34,3
"2850027",112,12,0
"2850029",544,118,10
"2850030",740,159,17
"2850031",592,91,8
"2850032",150,18,1
"2870101",585,264,16
"2870102",69,63,2
"2870103",118,18,0
"2870201",337,35,5
"2870202",723,204,10
"2870203",191,39,2
"2870301",59,12,1
"2870302",624,173,16
"2870303",508,191,19
"2870304",106,34,1
"2870401",286,115,2
"2870402",45,31,3
"2870403",132,35,2
"2870404",276,139,5
"2870405",247,60,9
"2890001",669,168,8
"2890002",183,41,2
"2890003",297,63,2
"2890004",407,104,4
"2890005",296,47,5
"2890006",674,96,5
"2890007",301,50,4
"2890008",454,105,8
"2890009",162,25,2
"2890010",509,57,7
"2890011",378,94,8
"2890012",333,122,4
"2890013",413,34,6
"2890014",104,23,1
"289001A",107,16,5
"289005A",30,1,1
"289014A",103,19,0
"2910001",277,40,5
"2910002",463,62,4
"2910003",1032,114,15
"2910004",239,57,0
"2910005",881,214,29
"2910006",431,45,4
"2910007",527,259,23
"2910008",903,134,16
"2910009",1097,136,15
"2910010",1120,334,37
"2910011",216,182,5
"2910012",474,164,7
"2910013",237,30,2
"2910014",210,37,2
"2910015",175,48,5
"2910016",194,17,2
"2910017",238,30,3
"2910018",142,398,3
"2910019",599,251,12
"2910020",24,345,2
"2910021",1493,185,25
"2910022",1176,389,31
"2910023",597,229,14
"2910024",321,47,6
"2910025",420,50,9
"2910026",821,185,17
"2910027",145,23,0
"2910028",312,30,2
"2910029",523,73,11
"2910030",558,243,14
"2930101",563,298,12
"2930102",315,43,4
"2930103",330,85,4
"2930104",357,78,8
"2930201",176,110,2
"2930202",57,161,1
"2930203",33,66,1
"2930204",226,61,6
"2930205",156,83,0
"2930206",187,40,2
"2930301",493,211,22
"2930302",208,76,9
"2930303",79,10,3
"2930304",300,64,8
"2930305",142,35,1
"2930401",394,321,7
"2930402",206,30,5
"2930403",152,41,2
"2930404",209,40,6
"2930405",166,31,5
"2930406",97,23,5
"2950106",114,29,6
"2950202",69,16,3
"2950207A",152,42,3
"2950207B",1,0,0
"2950303",220,32,2
"2950308",71,18,1
"2950404",156,59,8
"2950409",46,13,3
"2970001",202,32,3
"2970002",381,81,9
"2970003",206,147,5
"2970004",386,80,4
"2970005",166,19,3
"2970006",114,15,0
"2970007",16,4,0
"2970008",74,5,1
"2970009",312,102,8
"2970010",199,28,5
"2970011",41,2,1
"2970012",82,6,3
"2970013",265,41,4
"2970014",470,96,7
"2990101",145,60,13
"2990102",302,82,12
"2990108",454,175,17
"2990109",1898,454,29
"2990203",1035,261,28
"2990204",413,141,13
"2990205",326,100,12
"2990307",1347,414,35
"2990410",1755,551,75
"3010001",14,4,0
"3010002",7,2,0
"3010003",17,2,0
"3010004",5,3,0
"3030001",489,782,50
"3030002",402,423,23
"3030003",274,763,28
"3030004",76,265,9
"3030005",104,226,10
"3030006",37,475,4
"3030007",883,364,49
"3030008",335,775,65
"3030009",921,507,53
"3030010",137,279,27
"3030012",774,374,28
"3030013",604,350,33
"3030014",287,268,29
"3030015",446,580,48
"3030016",268,302,22
"3030017",139,219,20
"3030018",226,337,26
"3030019",205,432,17
"3030020",25,430,7
"3030021",490,388,31
"3030022",616,359,32
"3030023",427,324,32
"3030024",387,399,26
"3030025",259,372,14
"3030026",324,494,20
"3030027",725,586,56
"3030028",873,522,30
"3030029",392,364,20
"3030030",882,496,31
"3030031",684,194,27
"3030033",1525,332,50
"3030034A",213,56,8
"3030034B",1,0,0
"3030035",292,80,13
"3030036",641,353,27
"3030038",276,291,5
"3030039",884,244,26
"3030040",37,271,6
"3030041",942,320,32
"3030043",227,44,11
"3030044",528,170,8
"3030045",155,70,4
"3030046",1282,367,68
"3030047",852,459,46
"3030049",280,374,18
"3030050",296,418,27
"3030051",37,19,1
"3030052",1291,565,71
"3030053",736,499,60
"3030054",1558,512,60
"3030056",175,64,5
"3030057",792,431,43
"3030058",568,231,19
"3030059",706,518,46
"3030060",556,206,26
"3030062",922,400,38
"3030063",36,16,1
"3030064",0,0,0
"3030065",291,113,10
"3030066",1258,380,32
"3030067",676,384,34
"3030069",4,2,0
"3030072",876,524,52
"3030075",542,175,25
"3030076",607,325,32
"3030078",1297,472,54
"3030092",123,48,3
"3030096",20,30,2
"3030102",253,43,15
"3030104",467,152,14
"3030109",1510,452,77
"3030110",1569,536,65
"3030111",611,174,24
"3030112",147,17,3
"3030113",541,529,46
"3030114",126,183,14
"3030117",27,0,1
"3030118",564,319,18
"3030119",708,603,37
"3030120",1273,349,34
"3030121",1241,308,52
"3030122",453,211,22
"3030123",763,341,45
"3030124",883,308,42
"3030125",966,361,36
"3030126",582,272,25
"3030127",1075,429,48
"3030128",945,266,31
"3030129",1254,561,58
"3030131",0,0,0
"3030132",5,1,0
"3030135",105,25,10
"3030138",110,23,3
"3030140",1620,547,60
"3030141",886,483,38
"3030142A",33,23,1
"3030142B",0,0,0
"3030148",0,0,0
"3030151",455,121,11
"3030152",384,401,27
"3030153",79,410,7
"3030154",1253,471,44
"3030155",1168,210,26
"3030159",0,0,0
"3030160",1,0,0
"3030175",47,11,2
"3030178",151,24,7
"3030181",0,0,0
"3050001A",90,35,5
"3050001B",9,2,0
"3050002",120,51,7
"3050003",131,109,4
"3050004",266,72,11
"3050005",22,3,0
"3050006",116,63,7
"3050007",27,2,0
"3050008",10,3,0
"3050009",174,39,4
"3050010",1,1,0
"3050011",41,7,0
"3050012",48,19,1
"3050013",55,27,1
"3050014",50,47,1
"3070101",611,122,19
"3070102",75,14,0
"3070201A",216,104,7
"3070201B",1,1,0
"3070202",83,24,0
"3070301",470,95,21
"3070302",139,11,3
"3070401",275,56,2
"3070402",185,27,4
"3070403",86,12,4
"3090001",58,100,6
"3090002",56,116,5
"3090003",413,785,50
"3090004",33,48,3
"3090005",65,212,1
"3090006",67,204,0
"3090007",198,420,18
"3090008",198,355,26
"3090009",96,265,14
"3090010",101,676,19
"3090011",905,458,34
"3090012",77,1222,11
"3090013",30,27,1
"3090014",53,515,4
"3090015",83,46,1
"3090016",208,109,8
"3090017",253,245,11
"3090018",90,150,14
"3090019",1181,625,44
"3090020",34,142,7
"3090021",65,165,11
"3090022",67,109,6
"3090023",1551,653,44
"3090024",305,141,3
"3090025",232,427,8
"3090026",103,194,4
"3090027",77,269,5
"3090028",321,316,17
"3090029",180,210,10
"3090030",502,513,40
"3090031",640,551,26
"3090032",390,188,13
"3090033",592,374,22
"3090034",522,337,24
"3090035",141,264,4
"3090036",417,259,21
"3090037",217,280,7
"3090038",119,177,13
"3090039",78,230,12
"3090040",627,524,35
"3090041",488,382,22
"3090042",157,319,21
"3090043",97,104,3
"3090044",1820,792,74
"3090045",96,146,4
"3090046",33,73,4
"3090047",102,140,6
"3090048",63,113,4
"3090049",96,114,8
"3090050",254,363,15
"3090051",1551,966,43
"3090052",402,233,8
"3090053",77,83,6
"3090054",232,108,5
"3090055",553,130,8
"3090056",130,229,7
"3090057",272,284,12
"3090058",757,585,23
"3090059",1543,567,56
"3090060",1703,944,65
"3090061",1319,621,41
"3090062",1804,1064,73
"3090063",1904,715,56
"3090064",359,147,15
"3090065",478,117,12
"3090066",599,147,15
"3090067",1177,363,31
"3090068",497,142,14
"3090069",800,129,19
"3090070",198,26,5
"3090071",270,106,14
"3090072",420,132,8
"3090073",467,108,9
"3090074",364,77,6
"3090075",1491,416,40
"3090076",947,241,26
"3090077",705,149,20
"3090078",1443,539,42
"3090079",433,253,18
"3090080",1168,202,20
"3090081",1909,424,42
"3090082",1324,345,20
"3090083",264,59,15
"3090084",883,353,20
"3090085",177,211,5
"3090086",338,562,18
"3090087",270,355,7
"3090088",102,86,1
"3090089",6,18,1
"3090090",118,107,6
"3090091",875,365,33
"3110001",72,11,1
"3110003",100,16,1
"311002A",50,5,3
"311002B",52,7,0
"311004A",37,6,0
"311004B",50,10,4
"3130101",609,251,14
"3130202",739,256,15
"3130303",483,310,10
"3130404",937,176,21
"3150001",188,94,4
"3150002",471,111,8
"3150003",220,64,4
"3150004",168,84,2
"3150005",296,83,5
"3150006",267,151,2
"3150007",165,214,1
"3150008",371,123,7
"3150009",169,49,8
"3150010",104,71,3
"3170001",267,67,9
"3170002",198,79,5
"3170003",280,62,7
"3170004",235,74,7
"317003A",106,28,2
"317004A",93,14,2
"3190101",362,112,6
"3190210",273,90,6
"3190302",434,134,12
"3190405",399,108,6
"3210002",347,75,4
"3210004",591,123,12
"3210005",757,286,13
"3210006",635,164,10
"3210007",108,15,1
"3210008",338,88,7
"3210009",56,48,0
"3210010",172,35,4
"3210012",114,28,3
"3210013",140,102,3
"321001A",1098,297,21
"321001B",1091,435,40
"321001C",120,323,6
"321001D",262,214,10
"321001E",332,305,14
"321001F",201,119,6
"321003A",524,318,18
"321003B",305,86,10
"323001A",53,206,9
"323001B",339,655,19
"323001C",390,1073,50
"323002A",37,218,5
"323002BA",25,74,3
"323002BB",48,145,3
"323002BC",189,581,20
"323002C",126,428,27
"323002D",21,25,1
"323003A",427,839,33
"323003B",426,944,34
"323003C",124,106,2
"323004A",90,269,12
"323004B",423,738,25
"323004C",111,294,11
"323004D",131,500,18
"325001A",730,154,14
"325001B",819,148,16
"325001C",1139,428,28
"325001D",1034,325,29
"325002A",742,383,19
"325002B",1408,399,23
"325002C",1517,526,37
"325003A",434,144,7
"325003B",250,55,3
"325003C",789,359,11
"325003D",316,571,11
"325004A",661,183,17
"325004B",1208,460,46
"325004C",386,315,9
"3270001",102,50,1
"3270002",132,36,6
"3270003",161,35,9
"3270004",103,30,3
"3270005",39,3,0
"3270006",54,9,3
"3290101A",313,39,11
"3290101B",9,1,0
"3290102",1124,401,39
"3290103",950,312,43
"3290104",180,118,7
"3290105",462,226,17
"3290106",1059,412,35
"3290107",1237,314,26
"3290108",141,40,6
"3290109",164,121,7
"3290110",1595,253,32
"3290201",1007,171,25
"3290202",2428,295,60
"3290203",307,68,5
"3290204",1408,272,40
"3290205",571,119,26
"3290206",951,177,33
"3290207",1291,311,46
"3290208",259,126,21
"3290210",636,181,27
"3290211",1059,286,38
"3290212",614,236,23
"3290302",923,266,23
"3290303",52,42,7
"3290304",156,221,5
"3290305",107,262,17
"3290306",209,427,21
"3290307",404,178,25
"3290308",550,952,28
"3290309",59,32,2
"3290310",110,64,9
"3290401",459,66,4
"3290402",160,28,9
"3290403",1628,308,65
"3290404",1258,283,35
"3290405",1152,285,44
"3290406",850,174,25
"3290407",1136,327,35
"3290408",1085,167,27
"3290409",801,191,34
"3290410",668,95,16
"3290411",2132,268,54
"329108A",161,35,2
"329109A",0,0,0
"329307A",71,45,6
"329309A",12,1,0
"329402A",381,85,11
"3310101",967,300,34
"3310105",464,131,14
"3310203",183,49,6
"3310207",166,98,5
"3310210",254,70,9
"3310212",571,294,23
"3310316",309,85,5
"3310317",524,109,10
"3310318",820,400,26
"3310419",565,305,21
"3310420",815,302,19
"3330001",431,100,12
"3330002",223,41,7
"3330003",151,45,5
"3330006",138,22,1
"3330008",292,61,1
"3330009",269,80,8
"3330011",100,8,1
"3350001",393,108,7
"3350002",113,15,1
"3350003",368,99,9
"3350004",243,70,2
"3350025",162,62,5
"3350046",176,48,5
"3370002",1142,195,13
"3370003",642,82,11
"3370004",239,26,5
"3370005",427,55,7
"3370006",457,60,7
"3370007",537,89,10
"3370008",381,58,5
"3370009",554,106,5
"3370010",430,87,7
"3370011",408,97,14
"3370012",62,9,0
"3370013",508,69,12
"3370014",96,21,2
"3370015",226,32,9
"3370016",131,23,3
"3390001",1055,515,32
"3390002",825,293,22
"3390003",1916,1050,64
"3390004",646,462,35
"3390005",164,32,1
"3390006",1480,717,26
"3390007",797,189,12
"3390008",1416,194,26
"3390009",863,191,5
"3390010",248,685,13
"3390011",763,198,20
"3390012",619,224,14
"3390013",2542,489,49
"3390014",1423,598,33
"3390015",2191,563,64
"3390016",1355,284,30
"3390017",1465,295,29
"3390018A",2045,479,63
"3390018B",1,0,0
"3390019",1609,348,30
"3390020",633,344,27
"3390021",1271,540,38
"3390022",2144,481,52
"3390023",1177,489,24
"3390024",1194,429,34
"3390025",1239,218,23
"3390026",663,200,19
"3390027",1531,622,58
"3390028",1491,262,34
"3390029A",1769,370,48
"3390029B",108,23,4
"3390029C",192,40,3
"3390030A",1943,346,42
"3390030B",47,7,0
"3390030C",99,18,2
"3390030D",77,14,1
"3390031",1992,853,50
"3390032",878,675,53
"3390033",1267,629,34
"3390034",2101,783,64
"3390035",1959,764,60
"3390036",1103,287,22
"3390037",901,325,17
"3390038A",2551,479,60
"3390038B",6,1,0
"3390038C",44,8,1
"3390038D",22,4,1
"3390038E",1,0,0
"3390038F",21,4,0
"3390039",2303,396,33
"3390040",2441,715,50
"3390041",1398,294,28
"3390042",320,41,6
"3390043",2323,542,65
"3390044",793,388,30
"3390045",1235,474,47
"3390046",2000,1028,60
"3390047",1205,814,63
"3390048",1055,496,32
"3390049",927,527,36
"3390050",1993,364,35
"3390051",586,390,19
"3390052",1105,294,29
"3390053",1621,439,26
"3390054",503,152,9
"3390055",400,116,12
"3390056",1205,561,41
"3390057",1285,260,23
"3390058",1185,462,36
"3390059",787,314,16
"3390060",490,316,11
"3390061",1852,1124,65
"3390062",1146,633,45
"3390063",2736,594,67
"3390064",680,198,21
"3390065",2342,458,36
"3390066",1705,318,19
"3390067",1000,588,50
"3390068",1848,722,65
"3390069",1703,950,43
"3390070",1157,626,35
"3390071",1831,875,52
"3390072",2466,420,22
"3390073",627,286,21
"3390074",967,293,25
"3390075",2318,1198,59
"3390076",2240,463,52
"3390077",2310,442,46
"3390078",2132,960,48
"3390079",781,431,35
"3390080",2065,844,72
"3390081",1696,784,51
"3390082",2207,856,42
"3390083",608,109,12
"3390084",1097,943,62
"3390085",1446,311,35
"3390086",2690,549,58
"3390087",1165,594,38
"3390088A",2062,1190,79
"3390088B",61,35,2
"3390089A",2662,630,66
"3390089B",32,8,1
"3390089C",6,0,0
"3390090",2369,465,49
"3390090B",8,0,0
"3390090C",13,2,0
"3390091A",744,115,14
"3390092",1450,922,66
"3390093",1243,475,31
"3390094",466,247,19
"3390095",1154,750,29
"3390096A",1446,775,48
"3390096B",0,0,0
"3390096C",76,41,2
"3410101",732,256,19
"3410201",684,194,12
"3410202",727,164,16
"3410203",32,8,0
"3410301",391,163,11
"3410401",406,79,13
"3410402",31,87,1
"3430101",66,221,0
"3430102",75,130,2
"3430103",225,147,3
"3430202",449,143,9
"3430203",340,141,12
"3430302",336,180,9
"3430303",488,131,6
"3430401",742,325,20
"3450001",128,15,1
"3450002",52,12,0
"3450003",14,1,0
"3450004",111,15,4
"3450005",81,11,3
"3450006",69,16,0
"3470012",898,212,17
"3470013",658,150,9
"3470014",1261,369,24
"3470015",678,188,15
"3470016",1284,368,31
"3470017",109,100,2
"3470021",803,238,17
"3470022",28,27,3
"3470023",85,95,13
"3470024",173,465,21
"3470025",29,28,0
"3470026",762,825,35
"3470027",41,557,4
"3470030",57,131,7
"3470031",183,243,11
"3470032",826,1234,80
"3470033",1836,1090,62
"3470034",44,35,0
"3470041",275,264,9
"3470042",541,307,12
"3470043",591,227,8
"3470044",781,219,18
"3470045",393,92,4
"3470046",413,129,10
"3470047",488,75,9
"3490101",509,336,26
"3490103",767,253,21
"3490104",259,94,7
"3490105",134,24,2
"3490106",190,68,4
"3490107",355,174,15
"3490108",208,48,1
"3490109",171,53,5
"3490200",93,228,4
"3490201",18,270,2
"3490202",76,224,5
"3490203",733,354,10
"3490204",114,47,3
"3490205",662,145,17
"3490206",278,46,6
"3490300",601,404,15
"3490301",101,71,5
"3490303",457,133,10
"3490304",312,51,5
"3490305",217,58,4
"3490306",132,23,4
"3490307",212,46,1
"3490308",185,36,2
"3490400",713,234,26
"3490401",127,89,7
"3490402",829,193,17
"3490403",694,98,13
"3490404",441,128,15
"3490405",386,64,2
"3490406",136,15,2
"3510001",404,82,1
"3510002",141,24,0
"3510003",319,31,3
"3510004",77,22,1
"3510005",253,25,5
"3510006",209,177,3
"3510007",85,34,1
"3510008A",108,40,1
"3510008B",30,10,0
"3510009",103,42,0
"3510010",172,28,2
"3510011",291,35,4
"3510012",75,13,2
"3510013",378,50,5
"3510014",74,106,0
"3510015",181,33,1
"3510016",141,26,0
"3510017",12,33,0
"3510018",128,11,0
"3510019",118,13,1
"3510020",17,82,0
"3510021",143,21,2
"3510022",86,100,3
"3530001",318,126,9
"3530002",460,116,9
"3530003",491,205,13
"3530004",349,232,11
"3530005",68,30,4
"3530006",375,146,13
"3530007",132,39,5
"3530008",99,12,1
"3530009",602,153,18
"3550001",255,259,31
"3550002",606,593,42
"3550003",1083,921,36
"3550004",378,666,17
"3550005",515,412,34
"3550006",1050,488,45
"3550007",56,182,3
"3550008",1143,979,47
"3550009",557,303,20
"3550010",471,158,7
"3550011",137,143,6
"3550012",192,327,7
"3550013",64,331,5
"3550014",140,37,4
"3550015",177,132,8
"3550016",221,120,5
"3550017",501,778,41
"3550018",652,432,59
"3550019",1240,588,36
"3550020",410,851,36
"3550021",143,56,5
"3550022",91,96,0
"3550023",967,235,15
"3550024",52,188,5
"3550025",153,51,3
"3550026",1536,946,56
"3550027",108,129,4
"3550028",95,19,0
"3550029",1007,744,42
"3550030",6,32,0
"3550031",33,142,0
"3550032",453,417,15
"3550033",45,115,4
"3550034",51,94,1
"3550035",46,248,4
"3550036",136,211,2
"3550037",147,396,9
"3550038",16,108,4
"3550039",107,130,7
"3550040",1715,616,46
"3550041",27,73,1
"3550042",149,106,7
"3550043",38,135,2
"3550044",43,193,5
"3550045",24,105,7
"3550046",16,56,3
"3550047",23,62,2
"3550048",265,388,16
"3550049",326,142,12
"3550050",97,151,9
"3550051",279,398,12
"3550052",59,234,3
