CNTYVTD,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"1572151",529,948,23
"1572157",838,986,51
"1573004",1622,859,76
"1573005",1708,465,75
"1573006",3086,1318,136
"1573009",1495,583,50
"1573014",2052,891,60
"1573019",455,132,30
"1573032",430,954,40
"1573038",1846,1231,79
"1573041",883,310,54
"1573053",0,0,0
"1573057",1630,1006,75
"1573063",1512,452,87
"1573069",143,132,15
"1573083",805,1558,61
"1573095",842,803,47
"1573098",491,828,19
"1573104",2034,813,95
"1573113",450,2197,45
"1573122",1738,717,81
"1573130",1550,1048,83
"1573132",1640,1118,84
"1573133",1590,684,63
"1573142",1394,964,76
"1573143A",654,466,25
"1573143B",7,5,0
"1573143C",63,45,2
"1573143D",75,53,3
"1573143E",215,154,9
"1573143F",270,192,10
"1573143G",314,224,13
"1573143H",316,225,13
"1573143I",124,89,5
"1573144",1719,901,53
"1573145",812,601,41
"1573146",1900,1474,84
"1573148",2988,1453,115
"1573149",2559,538,83
"1573150",1018,2315,74
"1573156",1192,369,34
"1573159",845,672,42
"1573160",430,406,23
"1574011",615,390,18
"1574020",1266,605,85
"1574026",1009,883,28
"1574027",0,0,0
"1574028",733,746,40
"1574029",875,361,34
"1574030",1019,758,55
"1574035",492,523,23
"1574039",194,345,13
"1574042",489,178,13
"1574044",1001,1251,51
"1574045",482,574,27
"1574046",965,943,46
"1574047",261,259,7
"1574049",709,1321,34
"1574062",1032,1233,46
"1574064",363,265,19
"1574065",1357,1586,66
"1574071",100,160,5
"1574079",139,114,6
"1574080",393,386,20
"1574082",2117,1374,103
"1574084",550,423,21
"1574086",394,844,23
"1574102",617,823,17
"1574105",562,522,16
"1574107",874,466,32
"1574110",762,728,29
"1574111",422,356,38
"1574117",1049,1659,76
"1574119",1386,710,33
"1574121",174,229,12
"1574124",843,1387,40
"1574125",770,1438,34
"1574126",796,1181,31
"1574127",800,928,48
"1574129",1813,1885,75
"1574131",683,475,31
"1574135",1708,2245,61
"1574140",1118,821,58
"1574147",699,1618,39
"1574155",372,950,13
"1574158",396,884,19
"1590101",539,79,19
"1590102",262,28,7
"1590201",320,31,9
"1590202",377,118,19
"1590301",404,55,18
"1590302",327,71,18
"1590401",628,90,20
"1590402",394,60,17
"1610001",1333,228,37
"1610002",549,202,26
"1610003",79,5,4
"1610004",212,30,8
"1610005",839,271,34
"1610006",276,31,12
"1610007",294,78,7
"1610008",280,50,9
"1610009",245,53,3
"1610010",202,11,6
"1610011",202,157,8
"1610012",59,23,1
"1610013",164,23,9
"1610014",205,26,8
"1610015",134,16,7
"1630001",192,297,26
"1630002",88,219,11
"1630003",51,230,8
"1630004A",313,246,25
"1630004B",2,0,0
"1630005",198,73,11
"1630006",169,78,16
"1630008",131,240,8
"1630009",177,272,20
"1630010",255,173,9
"1650002",741,98,22
"1650003",1106,94,40
"1650004",441,82,17
"1650005",122,11,3
"1650006",81,21,3
"1650007",99,70,2
"1650008",370,64,8
"1650009",266,28,8
"1670103",536,152,37
"1670104",417,94,23
"1670105",96,70,11
"1670142",662,554,37
"1670144",848,371,48
"1670146",919,581,55
"1670148",1102,680,57
"1670150",796,450,33
"1670151",1191,370,65
"1670152",2010,795,117
"1670159",1208,700,90
"1670165",1836,758,99
"1670166",1115,513,70
"1670167",2223,865,114
"1670168",0,0,0
"1670169",1,0,0
"1670170",1205,466,68
"1670172",224,56,6
"1670192",208,102,10
"1670193",997,426,62
"1670197",282,112,14
"1670218",931,912,56
"1670219",640,570,35
"1670220",1828,1062,94
"1670221",996,329,42
"1670223",835,780,48
"1670224",971,821,59
"1670225",1448,349,52
"1670226",867,382,51
"1670227",1349,293,57
"1670228",1573,267,70
"1670232",523,498,31
"1670258",1023,180,36
"1670263",2757,1156,149
"1670274",413,119,30
"1670275",199,64,8
"1670276",745,504,42
"1670277",1111,206,38
"1670278",1216,259,49
"1670279",546,109,27
"1670280",149,108,4
"1670281",86,23,5
"1670283",1135,637,68
"1670301",266,394,13
"1670306",1061,1485,120
"1670309",39,22,4
"1670311",83,384,13
"1670312",6,33,0
"1670314",490,1401,80
"1670315",674,1208,72
"1670316A",321,738,41
"1670316B",0,0,0
"1670330",414,793,33
"1670331",242,930,27
"1670334",103,491,10
"1670336",231,1843,29
"1670338",640,1086,48
"1670340",33,258,1
"1670341",262,272,20
"1670343",319,478,18
"1670345",45,285,11
"1670347",139,401,13
"1670389",105,190,3
"1670391",28,25,1
"1670394",8,14,0
"1670398",103,138,5
"1670399",56,68,5
"1670401",0,0,0
"1670439",1280,570,65
"1670453",1846,844,94
"1670454",1494,848,102
"1670455",669,361,32
"1670456",1733,452,71
"1670457",2046,592,112
"1670460",2540,643,114
"1670461",1727,497,96
"1670462",2275,656,87
"1670464",1208,484,71
"1670471",823,498,44
"1670482",96,7,6
"1670487",2309,1022,109
"1670488",1484,705,90
"1670490",1849,795,116
"1671051",162,169,12
"1671651",0,0,0
"1672321",0,0,0
"1672322",0,0,0
"1672323",234,26,11
"1672801",0,0,0
"1673061",0,1,0
"1673301",0,0,0
"1673311",75,102,8
"1674391",12,2,0
"1690001",252,31,10
"1690002",361,31,7
"1690003",199,37,3
"1690004",119,44,4
"1690005",61,11,2
"1690006",62,17,4
"1710001",1089,252,51
"1710002",608,144,30
"1710003",577,139,40
"1710004",1347,294,62
"1710005",1080,187,57
"1710006",410,77,26
"1710007",1354,284,75
"1710008",197,40,14
"1710009",126,17,2
"1710010",458,109,27
"1710012",1122,234,63
"1710013",933,197,46
"1710015",492,107,23
"1730001",139,10,9
"1730002",100,12,4
"1730003",108,5,3
"1730004",133,11,3
"1750011",260,193,11
"1750012",214,28,12
"1750021",279,182,23
"1750022",82,37,5
"1750031",341,88,19
"1750032",338,46,12
"1750041",175,30,9
"1750042",324,41,15
"1750043",190,25,10
"1770001",995,273,45
"1770002",508,225,27
"1770003",502,165,19
"1770005",279,64,15
"1770007",213,36,9
"1770008",159,32,5
"1770009",284,218,13
"1770010",215,48,5
"1770011",127,16,5
"1770012",70,21,8
"1770013",162,27,3
"1770014",53,7,4
"1770015",179,20,6
"17704/6",358,122,17
"1790001",186,12,4
"1790002",1026,116,49
"1790003",79,3,0
"1790004",364,35,12
"1790005",1368,164,35
"1790006",1397,139,43
"1790007",695,132,39
"1810101",904,744,55
"1810102",350,718,44
"1810103",259,43,9
"1810104",478,82,23
"1810105",2470,517,118
"1810106",1146,232,52
"1810107",899,138,51
"1810108A",713,109,19
"1810108B",80,13,3
"1810201",1118,468,56
"1810202",1141,425,43
"1810203",228,198,16
"1810204",457,120,21
"1810205A",1746,361,59
"1810205B",0,0,0
"1810206",617,175,10
"1810207",464,89,20
"1810208",582,185,32
"1810209",546,109,23
"1810210",942,148,30
"1810301",552,292,19
"1810302",1861,861,91
"1810303",457,71,13
"1810304",1082,487,46
"1810305",648,132,37
"1810306",1835,251,55
"1810307",921,137,38
"1810308",549,64,22
"1810309",339,70,11
"1810401",342,346,30
"1810402",911,348,35
"1810403",1373,289,43
"1810404",1627,342,60
"1810405",155,85,7
"1810406",1311,194,56
"1810407",37,35,2
"1810408A",584,166,28
"1810408B",41,10,3
"1810409",1833,590,106
"1830001",688,233,34
"1830002",1580,496,58
"1830003",1393,468,55
"1830004",1622,385,62
"1830005",1580,405,59
"1830006",1146,174,47
"1830007",1317,288,65
"1830008",1723,553,66
"1830009",1790,543,73
"1830010",1187,610,62
"1830011",1704,506,71
"1830012",2076,268,80
"1830013",1009,320,45
"1830014",1914,320,61
"1830015",379,199,17
"1830016",1719,313,48
"1830017",167,183,7
"1830018",835,949,33
"1830019",224,1271,23
"1830020",262,872,18
"1830021",329,740,25
"1850001",953,155,37
"1850002",405,48,13
"1850003",163,420,11
"1850004",611,120,21
"1850005",604,173,30
"1850006",639,310,24
"1850007",464,101,21
"1850008",231,54,4
"1850009",185,38,4
"1850010",741,98,39
"1850011",133,18,7
"1850012",367,130,18
"1850014",681,179,38
"1850015",237,47,9
"1870101",268,76,17
"1870102A",418,143,24
"1870102B",6,2,0
"1870103",334,105,15
"1870104",294,187,23
"1870105",1139,290,59
"1870106",1320,497,66
"1870107",552,118,28
"1870108",259,148,19
"1870109",248,47,13
"1870110",84,56,6
"1870111",35,27,0
"1870112",67,138,6
"1870113",377,159,39
"1870114",279,145,22
"1870115",142,25,6
"1870116",995,282,45
"1870117",1766,633,106
"1870118",24,19,0
"1870119",817,221,44
"1870120",559,131,20
"1870121",57,24,6
"1870122",21,5,1
"1870123",0,1,0
"1870124",2,0,0
"1870125",90,18,1
"1870126",12,2,0
"1870127",8,5,2
"1870201",126,75,7
"1870202",136,287,20
"1870203",49,123,2
"1870204",263,334,18
"1870205",478,151,22
"1870206",356,563,31
"1870207",160,223,14
"1870208",1417,376,73
"1870209",91,209,11
"1870210",271,182,18
"1870211",41,35,4
"1870212",37,40,7
"1870213",826,332,53
"1870214",270,82,14
"1870215",376,136,15
"1870216",29,7,1
"1870217",29,34,2
"1870218",11,23,4
"1870219",29,22,0
"1870220",22,18,1
"1870221",11,5,0
"1870222",0,0,0
"1870223",74,74,10
"1870224",13,47,0
"1870225",2,8,0
"1870226",95,50,11
"1870301",990,648,74
"1870302",1230,943,107
"1870303",526,246,26
"1870304",1436,796,80
"1870305",1387,912,71
"1870306",1484,832,75
"1870307",1447,949,109
"1870308",821,387,50
"1870401",665,162,38
"1870402",530,326,43
"1870403",773,463,63
"1870404",975,602,64
"1870405",885,184,32
"1870406",970,178,51
"1870407",840,175,50
"1870408",1542,675,97
"1870409",1260,1253,91
"1870410",56,22,3
"1870411",1205,689,72
"1890101",124,38,7
"1890102",35,13,2
"1890103",69,79,5
"1890104",123,88,5
"1890105",50,26,6
"1890110",187,19,6
"1890111",218,71,6
"1890112",309,31,10
"1890202",35,52,2
"1890203",58,76,5
"1890204",137,118,4
"1890205",15,31,0
"1890206",11,10,1
"1890213",83,26,6
"1890214",313,124,20
"1890215",121,36,7
"1890304",341,99,12
"1890305",526,85,9
"1890306",11,19,0
"1890307",113,44,2
"1890308",21,8,0
"1890316",357,153,20
"1890317",66,14,2
"1890318",461,75,16
"1890406",151,101,8
"1890407",577,112,24
"1890408",308,66,10
"1890409",250,88,10
"1890419",103,7,3
"1890420",199,22,9
"1910101",134,42,0
"1910201",37,8,1
"1910202",182,29,3
"1910301",54,11,2
"1910302",130,24,1
"1910401",142,22,6
"1910402",89,18,1
"1930001",442,70,20
"1930004",55,11,1
"1930005",83,13,1
"1930007",661,127,32
"1930009",113,18,3
"1930012",120,7,6
"1930014",104,15,2
"1930015",95,5,5
"1930017",82,13,3
"1930022",561,91,18
"1930023",446,61,17
"1950001",332,27,14
"1950002",26,4,1
"1950003",150,6,4
"1950004",314,14,5
"1950005",263,20,8
"1950006",337,32,8
"1950007",29,0,0
"1950009",58,6,3
"1970001",252,49,7
"1970002",212,35,5
"1970003",213,38,4
"1970004",250,51,9
"1990001",555,216,28
"1990002",2031,279,77
"1990003",283,15,6
"1990004",382,35,10
"1990005",297,16,5
"1990006",2045,246,79
"1990007",392,27,10
"1990008",381,40,11
"1990009",1008,249,33
"1990010",908,433,36
"1990011",410,56,14
"1990012",438,64,18
"1990013",1136,79,52
"1990014",679,67,17
"1990015",879,117,19
"1990016",1018,101,48
"1990017",585,34,19
"1990018",2851,339,95
"1990019",501,59,20
"2010001A",594,1275,76
"2010001B",0,0,0
"2010002",373,743,44
"2010003",425,705,31
"2010004",421,855,43
"2010005",368,690,44
"2010006",929,1109,63
"2010007",21,382,3
"2010008",460,599,22
"2010009",212,781,30
"2010010",166,639,26
"2010011",152,633,15
"2010012",111,136,8
"2010013",864,448,32
"2010014",575,691,42
"2010015",1172,1020,32
"2010016",444,700,35
"2010017",264,410,16
"2010018",439,568,31
"2010019",269,641,38
"2010020",330,934,45
"2010021",133,525,33
"2010022",179,943,27
"2010023",28,162,2
"2010024",68,342,11
"2010025",18,304,3
"2010026",214,876,30
"2010027",356,1422,50
"2010028",937,749,52
"2010029",304,639,16
"2010030",517,1348,52
"2010031",45,932,9
"2010032",581,1257,68
"2010033",803,1752,82
"2010034",405,1621,73
"2010035",1,2,0
"2010036",298,949,24
"2010037",568,1302,51
"2010038",666,1502,57
"2010039",538,1698,50
"2010040",174,212,7
"2010041",332,481,14
"2010042",15,384,3
"2010043",411,612,30
"2010044",190,721,30
"2010045",518,2366,36
"2010046",208,858,24
"2010047",41,528,4
"2010048",58,332,7
"2010049",1352,817,63
"2010050",1018,1273,51
"2010051",683,244,22
"2010052",677,1024,62
"2010053",824,1307,85
"2010054",549,640,38
"2010055",672,1109,59
"2010056",512,393,36
"2010057",893,1482,92
"2010058",919,1304,77
"2010059",804,1163,43
"2010060",455,1553,49
"2010061",215,558,13
"2010062",202,731,13
"2010063",734,208,26
"2010064",170,734,16
"2010065",148,720,17
"2010066",79,369,6
"2010067",234,999,15
"2010068",50,1318,20
"2010069",91,431,10
"2010070",1468,1247,61
"2010071",1639,2014,127
"2010072",274,749,13
"2010073",532,558,23
"2010074",1801,648,57
"2010075",525,762,43
"2010076",579,637,25
"2010077",1,4,1
"2010078",205,554,16
"2010079",234,919,20
"2010080",306,981,21
"2010081",258,628,11
"2010082",1325,631,70
"2010083A",710,1270,39
"2010083B",13,23,1
"2010084",467,213,15
"2010085",52,844,10
"2010086",1023,1453,80
"2010087",1183,872,33
"2010088",280,141,16
"2010089",432,384,17
"2010090",1704,718,85
"2010091",487,401,41
"2010092",986,594,41
"2010093",401,928,30
"2010094",45,178,4
"2010095",1101,713,56
"2010096",150,835,15
"2010097",1861,673,94
"2010098",1390,292,57
"2010099",317,457,19
"2010100",270,320,10
"2010101",61,200,4
"2010102",152,468,13
"2010103",1207,1550,59
"2010104",38,890,10
"2010105",234,711,11
"2010106",39,45,1
"2010107",116,678,7
"2010108",704,777,42
"2010109",48,1093,7
"2010110",1013,871,41
"2010111",2119,1140,105
"2010112",1068,665,70
"2010113",741,755,27
"2010114",1760,734,69
"2010115",59,365,5
"2010116",1648,635,39
"2010117",267,545,23
"2010118",1043,1107,61
"2010119",2167,705,91
"2010120",1220,997,78
"2010121",301,187,12
"2010122",52,779,6
"2010123",204,743,27
"2010124",3273,1088,118
"2010125",643,654,38
"2010126",1853,369,64
"2010127",658,255,18
"2010128",914,708,30
"2010129",1742,1488,76
"2010130",1075,483,33
"2010131",207,853,11
"2010132",45,1047,7
"2010133",1045,940,46
"2010134",312,524,13
"2010135",1318,858,48
"2010136",93,1073,22
"2010137",768,456,32
"2010138",42,629,5
"2010139",1020,1464,68
"2010140",306,1619,42
"2010141",138,145,4
"2010142",89,298,9
"2010143A",0,0,0
"2010143B",296,210,8
"2010143C",1135,806,32
"2010144",21,422,6
"2010145",26,616,2
"2010146",502,859,36
"2010147",206,1254,19
"2010148",664,1183,31
"2010149",2010,1866,78
"2010150",25,578,5
"2010151",17,267,2
"2010152",229,850,18
"2010153",163,564,15
"2010154",207,835,19
"2010155",1580,1027,46
"2010156",108,1488,24
"2010157",63,879,9
"2010158",43,1117,17
"2010159",94,414,11
"2010160",9,256,3
"2010161",29,438,8
"2010162",135,368,9
"2010163",403,855,15
"2010164",23,502,3
"2010165",810,640,42
"2010166",272,525,27
"2010167",1,3,0
"2010168",11,186,1
"2010169",45,942,8
"2010170",358,410,11
"2010171",40,590,11
"2010172",83,242,7
"2010173",1982,733,67
"2010174",1398,816,71
"2010175",881,914,34
"2010176",420,447,19
"2010177",572,632,26
"2010178",832,530,29
"2010179",450,577,28
"2010180",73,1062,12
"2010181",236,758,13
"2010182",1357,1334,60
"2010183",1066,767,33
"2010184",114,316,8
"2010185",254,717,22
"2010186",47,295,5
"2010187",19,82,5
"2010188",193,438,12
"2010189",561,494,33
"2010190",215,512,20
"2010191",140,289,6
"2010192",73,752,8
"2010193",32,460,9
"2010194",392,1155,33
"2010195",73,741,11
"2010196",21,125,5
"2010197",38,1065,8
"2010198",9,175,4
"2010199",1668,588,97
"2010200",1121,1523,68
"2010201",11,250,2
"2010202",25,506,6
"2010203",70,289,5
"2010204",1179,1181,83
"2010205",35,780,2
"2010206",515,1245,55
"2010207",217,534,26
"2010208",286,721,10
"2010209",0,0,0
"2010210",252,1420,40
"2010211",412,899,33
"2010212",102,375,8
"2010213",1880,573,31
"2010214",684,608,30
"2010215",870,782,35
"2010216",72,779,9
"2010217",1226,831,35
"2010218",354,1093,33
"2010219",101,1292,13
"2010220",527,304,20
"2010221",458,910,24
"2010222",889,1171,24
"2010223",394,1587,52
"2010224",633,988,36
"2010225",628,1079,51
"2010226",236,901,14
"2010227",908,405,13
"2010228",60,687,9
"2010229",90,235,11
"2010230",22,384,5
"2010231",214,817,19
"2010232",667,643,18
"2010233",1327,2045,75
"2010234",2085,887,36
"2010235",29,537,8
"2010236",38,725,9
"2010237",33,774,2
"2010238",26,711,7
"2010239",42,739,10
"2010240",40,1009,10
"2010241",271,631,16
"2010242",293,380,11
"2010243",7,248,1
"2010244",762,923,45
"2010245",1409,986,71
"2010246",1393,1013,62
"2010247",28,604,13
"2010248",137,498,15
"2010249",764,444,31
"2010250",16,342,2
"2010251",104,881,11
"2010252",32,938,10
"2010253",30,774,6
"2010254",119,470,10
"2010255",639,942,46
"2010256",563,1175,44
"2010257",297,1010,18
"2010258",1585,670,56
"2010259",50,1135,10
"2010260",346,408,16
"2010261",163,411,9
"2010262",1138,1059,69
"2010263",1747,793,65
"2010264",745,803,43
"2010265",1637,700,56
"2010266",326,599,19
"2010267",205,375,10
"2010268",908,779,24
"2010269",1131,436,26
"2010270",1114,1130,56
"2010271",46,1273,21
"2010272",318,754,35
"2010273",1289,452,24
"2010274",885,566,38
"2010275",134,580,13
"2010276",26,1024,8
"2010277",266,494,10
"2010278",549,765,22
"2010279",505,400,21
"2010280",186,487,13
"2010281",701,839,24
"2010282",670,605,29
"2010283A",389,2373,41
"2010283B",3,24,0
"2010284",590,1148,31
"2010285",120,1167,16
"2010286",180,1759,28
"2010287",531,654,45
"2010288",25,979,7
"2010289",252,483,15
"2010290",620,239,26
"2010291",287,413,18
"2010292",78,558,8
"2010293",441,699,30
"2010294",34,800,11
"2010295",18,289,3
"2010296",470,468,22
"2010297",297,558,23
"2010298",585,669,43
"2010299",182,443,17
"2010300",2656,1002,99
"2010301",335,611,14
"2010302",710,703,25
"2010303",1778,619,39
"2010304",783,696,52
"2010305",699,1792,61
"2010306",860,444,23
"2010307",1275,685,73
"2010308",160,493,14
"2010309",1897,674,67
"2010310",544,338,36
"2010311",594,689,43
"2010312",981,1017,43
"2010313",14,12,0
"2010314",1785,1549,80
"2010315",587,453,30
"2010316",503,498,23
"2010317",153,445,8
"2010318",153,1782,18
"2010319",78,973,13
"2010320",241,442,6
"2010321",264,758,11
"2010322",149,304,8
"2010323",324,573,26
"2010324",1060,751,50
"2010325",193,689,16
"2010326",120,224,2
"2010327",41,677,9
"2010328",174,394,13
"2010329",250,513,12
"2010330",509,669,31
"2010331",859,671,34
"2010332",189,1580,16
"2010333",1373,627,71
"2010334",56,241,12
"2010335",151,506,16
"2010336",332,2652,51
"2010337",57,388,3
"2010338",595,1294,24
"2010339",188,721,17
"2010340",1642,704,96
"2010341",122,421,8
"2010342",79,342,4
"2010343",208,836,21
"2010344",32,433,5
"2010345",142,620,24
"2010346",0,0,0
"2010347",991,803,42
"2010348",632,339,21
"2010349",379,292,25
"2010350",592,1238,50
"2010351",2291,791,71
"2010352",1476,673,52
"2010353",372,1641,26
"2010354",432,1278,17
"2010355",82,839,11
"2010356",951,890,58
"2010357",1525,660,63
"2010358",118,774,10
"2010359",127,850,15
"2010360",978,1400,47
"2010361",126,1145,14
"2010362",2030,1003,82
"2010363",753,1383,45
"2010364",651,827,35
"2010365",115,749,7
"2010366",276,1015,23
"2010367",142,434,12
"2010368",131,330,5
"2010369",50,95,8
"2010370",1924,926,68
"2010371",11,205,1
"2010372",71,538,5
"2010373",3,56,1
"2010374",78,210,7
"2010375",356,623,16
"2010376",364,579,10
"2010377",1251,448,49
"2010378",538,348,39
"2010379",124,890,15
"2010380",1439,1649,89
"2010381",537,948,25
"2010382",301,213,22
"2010383",297,706,21
"2010384",336,1010,15
"2010385",1121,403,23
"2010386",1226,539,46
"2010387",1344,672,48
"2010388",1446,1786,72
"2010389",86,667,24
"2010390",120,784,17
"2010391",653,528,29
"2010392",22,626,3
"2010393",227,327,30
"2010394",105,196,5
"2010395",792,436,47
"2010396",43,977,9
"2010397",102,208,9
"2010398",880,1183,49
"2010399",474,939,26
"2010400",993,616,36
"2010401",65,926,8
"2010402",80,928,12
"2010403",618,584,19
"2010404",543,634,20
"2010405",1067,405,33
"2010406",10,233,1
"2010407",1281,987,57
"2010408",212,450,6
"2010409",179,469,9
"2010410",73,331,1
"2010411",228,661,14
"2010412",7,163,4
"2010413",640,1108,39
"2010414",1230,448,38
"2010415",968,529,41
"2010416",888,1120,82
"2010417",493,701,27
"2010418",508,1046,32
"2010419",785,617,28
"2010420",2373,526,71
"2010421",566,760,25
"2010422",73,1410,18
"2010423",108,380,7
"2010424",360,361,14
"2010425",79,221,4
"2010426",332,320,16
"2010427",185,326,4
"2010428",654,1491,28
"2010429",304,834,20
"2010430",126,570,8
"2010431",317,1232,36
"2010432",138,403,14
"2010433",31,165,5
"2010434",564,496,22
"2010435",1294,923,69
"2010436",1323,1202,60
"2010437",889,514,40
"2010438",1584,800,72
"2010439",1496,841,80
"2010440",1541,524,39
"2010441",789,324,17
"2010442",2114,616,90
"2010443",330,134,10
"2010444",1117,989,63
"2010445",687,548,39
"2010446",39,73,2
"2010447",1679,1198,98
"2010448",1139,927,74
"2010449",5,66,0
"2010450",336,922,38
"2010451",1415,431,26
"2010452",1460,888,84
"2010453",274,713,17
"2010454",34,979,11
"2010455",34,584,3
"2010456",811,729,32
"2010457",0,0,0
"2010458",74,945,12
"2010459",1824,643,74
"2010460",411,1410,28
"2010461",1643,1078,64
"2010462",640,1357,39
"2010463",641,1249,41
"2010464",731,575,49
"2010465",762,1150,36
"2010466",1143,1226,36
