CNTYVTD,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"2510005",1917,426,26
"2510006",268,43,4
"2510007",3077,701,54
"2510008",2213,1017,44
"2510009",550,76,3
"2510010",1337,371,30
"2510011",1905,347,27
"2510012",1384,248,20
"2510013",903,185,28
"2510014",233,30,5
"2510015",794,127,12
"2510016",278,62,8
"2510017",1142,368,21
"2510018",1538,441,29
"2510019",2788,636,51
"2510020",281,216,8
"2510021",778,119,8
"2510022",1491,525,36
"2510023",1031,158,15
"2510024",609,105,19
"2510025",542,161,11
"2510026",700,106,13
"2510027",1117,157,28
"2510028",904,171,17
"2510029",487,89,11
"2510030",552,75,7
"2510031",606,107,9
"2510032",1379,300,21
"2510033",543,84,15
"2510034",881,259,23
"2510035",1952,355,28
"2510036",271,163,9
"2530101",530,109,5
"2530102",47,31,1
"2530103",174,51,1
"2530201",641,194,12
"2530202",115,23,2
"2530203",143,16,1
"2530301",134,11,1
"2530302",515,55,5
"2530303",620,60,8
"2530401",701,71,13
"2530402",547,136,8
"2550001",487,318,10
"2550002",105,8,0
"2550003",102,4,1
"2550004",386,152,6
"2550005",258,106,1
"2550006",171,8,1
"2550007",357,25,5
"2550008",105,23,0
"2550009",119,13,4
"2550010",170,10,0
"2550011",249,74,4
"2550012",279,96,8
"2550013",30,1,1
"2550014",176,200,4
"2550015",29,16,1
"2570001",916,422,17
"2570002",543,125,13
"2570003",1851,684,35
"2570004",1930,534,42
"2570005",317,657,5
"2570006",936,189,15
"2570007",1779,1108,63
"2570008",583,348,7
"2570009",751,178,12
"2570010",1152,186,8
"2570011",827,291,18
"2570012",808,122,14
"2570013",1013,653,30
"2570014",1235,667,33
"2570015",1177,191,12
"2570016",1271,207,14
"2570017",950,136,9
"2570018",993,203,17
"2570019",1019,325,26
"2570020",594,155,14
"2570021",983,168,9
"2570022",591,77,11
"2570023",474,115,7
"2570024",575,182,7
"2570025",294,157,8
"2570026",151,450,8
"2570027",1525,569,40
"2570028",650,146,11
"2570029",852,887,44
"2570030",751,162,10
"2591010",1229,370,37
"2591110",2315,451,49
"2592020",1371,186,18
"2592080",1970,374,38
"2592120A",2203,479,39
"2592120B",27,6,0
"2593030",1467,211,18
"2593040",1857,443,32
"2593060",363,60,7
"2594050",1296,353,14
"2594070",195,39,2
"2594100",1783,410,32
"2610001",31,13,1
"2610002",29,20,1
"2610003",7,10,0
"2610004",26,5,0
"2610005",7,3,1
"2610006",11,6,0
"2630101",96,13,3
"2630201",20,2,1
"2630202",48,3,0
"2630301",53,8,0
"2630302",21,1,0
"2630401",61,7,0
"2650101",1489,305,18
"2650107",501,93,8
"2650109",750,155,16
"2650113",848,241,12
"2650118",187,52,4
"2650119",986,336,19
"2650202",1179,198,14
"2650211",489,148,10
"2650215",1540,303,20
"2650220",1558,281,20
"2650303",571,100,4
"2650308",256,84,1
"2650312",1571,580,38
"2650314",609,389,22
"2650404",570,58,10
"2650405",931,242,22
"2650406",1580,322,22
"2650410",169,10,3
"2650416",897,163,16
"2650417",885,208,19
"2670001",371,43,6
"2670002",171,20,4
"2670003",142,13,2
"2670004",190,18,2
"2670006",177,17,0
"2670007",214,17,4
"2670009",264,33,5
"2690001",32,2,0
"2690002",20,0,0
"2690003A",9,1,0
"2690003B",25,0,0
"2690004",34,3,1
"2710001",277,56,1
"2710002",185,90,3
"2710003",118,93,4
"2710004",310,51,3
"2730011",603,314,18
"2730012",462,197,8
"2730013",354,351,7
"2730014",129,88,3
"2730021",51,84,0
"2730022",247,221,9
"2730023",247,289,5
"2730024",318,249,7
"2730031",468,226,3
"2730032",304,204,9
"2730033",292,121,4
"2730034",230,98,3
"2730035",375,174,4
"2730041",62,133,2
"2730042",119,210,2
"2730043",355,324,11
"2730044",112,120,1
"2730045",103,226,3
"2750101",266,51,4
"2750201",96,15,0
"2750202",122,28,0
"2750301",156,44,4
"2750302",42,3,0
"2750401",184,76,3
"277001B",136,10,0
"277001C",148,22,2
"277001D",278,35,4
"277001E",376,67,6
"277001F",446,44,1
"277001G",237,31,5
"277001H",293,26,6
"277001I",51,7,1
"277002D",282,67,6
"277002E",292,42,4
"277002F",106,12,0
"277002G",303,71,1
"277003D",425,32,3
"277003E",679,51,8
"277003F",276,30,3
"277003G",297,28,4
"277003I",668,86,5
"277004B",847,125,10
"277004C",150,26,2
"277004D",793,48,4
"277004E",360,40,4
"277004F",814,139,13
"277004G",1019,135,11
"2771A3B",277,124,3
"2771A5A",383,246,16
"2771E7C",479,116,10
"2772A1A",145,310,6
"2772B2A",171,296,10
"2772C3A",383,241,11
"2773C7G",1085,417,24
"2773H3C",262,90,3
"2774A6E",618,202,14
"2790001",333,86,2
"2790002",110,74,0
"2790003",265,47,1
"2790004",36,2,0
"2790005",157,35,1
"2790006",125,32,1
"2790007",46,3,0
"2790008",820,150,9
"2790009",321,121,13
"2790010",167,28,2
"2790011",311,43,4
"2790012",94,8,2
"2810001",764,250,10
"2810002",1583,289,28
"2810003",648,205,15
"2810004",556,108,12
"2810005",314,31,5
"2810006",287,31,2
"2810007",361,62,8
"2810008",771,183,13
"2810009",789,184,8
"2830001",269,180,2
"2830002",73,108,2
"2830003",107,186,1
"2830004",54,5,0
"2830005",128,159,2
"2830006",89,86,0
"283003A",8,1,0
"2850001",540,55,3
"2850002",737,130,5
"2850007",150,29,1
"2850008",431,46,1
"2850009",689,83,2
"2850011",181,18,2
"2850012",196,17,1
"2850015",98,16,0
"2850016",273,24,2
"2850017",195,16,1
"2850019",229,18,0
"2850020",51,10,1
"2850023",689,79,2
"2850026",94,29,1
"2850027",115,8,1
"2850029",593,69,12
"2850030",807,106,7
"2850031",632,65,1
"2850032",156,12,2
"2870101",635,223,7
"2870102",74,59,0
"2870103",129,8,1
"2870201",355,22,1
"2870202",803,130,6
"2870203",210,21,1
"2870301",66,5,1
"2870302",666,137,14
"2870303",544,162,17
"2870304",114,27,0
"2870401",300,101,2
"2870402",51,30,0
"2870403",138,34,1
"2870404",303,118,1
"2870405",262,52,5
"2890001",730,108,6
"2890002",203,21,3
"2890003",324,36,1
"2890004",445,72,2
"2890005",308,39,3
"2890006",709,64,4
"2890007",330,25,5
"2890008",488,78,6
"2890009",173,18,0
"2890010",528,44,3
"2890011",406,70,5
"2890012",349,107,5
"2890013",428,23,4
"2890014",109,20,0
"289001A",115,8,4
"289005A",31,1,0
"289014A",105,17,0
"2910001",284,36,2
"2910002",474,48,7
"2910003",1074,85,7
"2910004",247,51,0
"2910005",937,168,21
"2910006",439,39,3
"2910007",566,236,8
"2910008",943,102,11
"2910009",1142,104,5
"2910010",1186,281,25
"2910011",236,169,0
"2910012",499,145,6
"2910013",252,20,1
"2910014",213,33,2
"2910015",187,37,2
"2910016",194,18,3
"2910017",249,21,1
"2910018",162,371,6
"2910019",640,212,8
"2910020",34,338,1
"2910021",1524,162,17
"2910022",1221,354,24
"2910023",627,201,12
"2910024",330,43,3
"2910025",431,43,7
"2910026",839,179,10
"2910027",147,18,1
"2910028",318,26,0
"2910029",538,66,1
"2910030",594,210,9
"2930101",658,218,6
"2930102",335,30,4
"2930103",354,66,1
"2930104",380,59,5
"2930201",198,91,0
"2930202",64,155,1
"2930203",38,65,0
"2930204",239,49,5
"2930205",163,75,3
"2930206",201,28,1
"2930301",576,157,3
"2930302",230,63,2
"2930303",83,10,0
"2930304",321,49,3
"2930305",148,27,2
"2930401",435,287,6
"2930402",220,23,1
"2930403",167,25,4
"2930404",235,21,1
"2930405",180,20,3
"2930406",105,17,1
"2950106",134,13,2
"2950202",79,5,2
"2950207A",181,14,1
"2950207B",1,0,0
"2950303",232,24,1
"2950308",82,10,0
"2950404",184,35,2
"2950409",54,8,0
"2970001",210,27,3
"2970002",394,71,4
"2970003",242,123,2
"2970004",407,60,5
"2970005",176,12,2
"2970006",124,8,0
"2970007",16,4,0
"2970008",75,4,1
"2970009",337,81,6
"2970010",220,16,0
"2970011",43,1,0
"2970012",89,4,0
"2970013",282,26,2
"2970014",502,68,4
"2990101",174,43,6
"2990102",324,62,8
"2990108",500,137,10
"2990109",1977,378,18
"2990203",1102,215,16
"2990204",445,110,12
"2990205",353,78,9
"2990307",1419,349,30
"2990410",1993,379,29
"3010001",15,3,0
"3010002",8,2,0
"3010003",18,1,0
"3010004",5,3,0
"3030001",552,758,25
"3030002",432,398,17
"3030003",297,746,24
"3030004",79,265,5
"3030005",111,221,11
"3030006",51,464,6
"3030007",957,303,38
"3030008",389,755,43
"3030009",981,459,37
"3030010",161,261,24
"3030012",860,297,27
"3030013",640,326,25
"3030014",326,238,25
"3030015",512,524,40
"3030016",284,284,26
"3030017",144,220,17
"3030018",255,322,16
"3030019",232,418,8
"3030020",37,423,5
"3030021",524,361,29
"3030022",657,329,27
"3030023",470,286,32
"3030024",407,389,20
"3030025",272,358,15
"3030026",352,478,13
"3030027",781,554,42
"3030028",946,463,25
"3030029",423,342,16
"3030030",937,441,31
"3030031",749,151,11
"3030033",1622,257,33
"3030034A",223,49,6
"3030034B",1,0,0
"3030035",316,65,5
"3030036",753,245,19
"3030038",308,254,8
"3030039",978,165,21
"3030040",41,270,4
"3030041",1053,225,24
"3030043",260,24,3
"3030044",562,138,9
"3030045",173,48,6
"3030046",1488,200,35
"3030047",923,397,45
"3030049",309,348,22
"3030050",321,408,19
"3030051",38,19,0
"3030052",1426,464,46
"3030053",794,459,49
"3030054",1706,377,55
"3030056",178,62,4
"3030057",884,361,25
"3030058",606,201,13
"3030059",779,465,34
"3030060",607,159,20
"3030062",1004,332,34
"3030063",34,15,4
"3030064",0,0,0
"3030065",307,103,6
"3030066",1349,296,37
"3030067",724,344,31
"3030069",4,2,0
"3030072",943,473,39
"3030075",595,133,19
"3030076",679,267,21
"3030078",1467,322,37
"3030092",128,40,4
"3030096",25,27,0
"3030102",285,24,5
"3030104",517,101,16
"3030109",1663,332,53
"3030110",1753,365,68
"3030111",661,131,22
"3030112",155,12,0
"3030113",598,492,30
"3030114",141,179,10
"3030117",28,0,0
"3030118",605,282,17
"3030119",794,536,22
"3030120",1383,247,30
"3030121",1359,222,26
"3030122",493,184,11
"3030123",843,272,30
"3030124",956,245,36
"3030125",1064,282,22
"3030126",623,234,25
"3030127",1145,369,39
"3030128",1016,208,25
"3030129",1395,437,47
"3030131",0,0,0
"3030132",5,1,0
"3030135",121,17,4
"3030138",113,20,3
"3030140",1769,417,46
"3030141",964,411,36
"3030142A",36,21,0
"3030142B",0,0,0
"3030148",0,0,0
"3030151",478,101,7
"3030152",441,362,23
"3030153",89,403,7
"3030154",1387,346,36
"3030155",1254,141,16
"3030159",0,0,0
"3030160",1,0,0
"3030175",50,9,1
"3030178",164,15,3
"3030181",0,0,0
"3050001A",101,29,0
"3050001B",12,1,0
"3050002",133,42,2
"3050003",190,50,3
"3050004",311,35,3
"3050005",23,2,0
"3050006",145,43,4
"3050007",28,1,0
"3050008",14,2,0
"3050009",199,22,0
"3050010",2,0,0
"3050011",48,3,0
"3050012",49,19,0
"3050013",67,15,0
"3050014",58,38,2
"3070101",654,93,8
"3070102",79,11,0
"3070201A",233,93,3
"3070201B",1,1,0
"3070202",96,15,0
"3070301",508,69,11
"3070302",143,7,3
"3070401",279,48,2
"3070402",193,21,2
"3070403",88,10,4
"3090001",65,98,4
"3090002",57,118,4
"3090003",473,762,25
"3090004",39,44,3
"3090005",77,203,2
"3090006",73,201,0
"3090007",222,407,15
"3090008",224,344,15
"3090009",109,259,7
"3090010",115,678,9
"3090011",987,389,20
"3090012",104,1201,9
"3090013",31,28,0
"3090014",65,502,8
"3090015",99,32,0
"3090016",233,85,8
"3090017",270,229,11
"3090018",103,145,9
"3090019",1315,516,23
"3090020",44,136,3
"3090021",79,157,6
"3090022",72,109,2
"3090023",1739,489,31
"3090024",329,123,3
"3090025",251,415,6
"3090026",111,186,4
"3090027",84,264,4
"3090028",378,273,7
"3090029",189,208,3
"3090030",580,467,20
"3090031",694,512,14
"3090032",434,152,8
"3090033",652,324,16
"3090034",572,293,18
"3090035",150,258,2
"3090036",460,219,19
"3090037",242,257,6
"3090038",131,172,9
"3090039",88,230,5
"3090040",705,450,31
"3090041",535,349,15
"3090042",172,317,9
"3090043",102,97,5
"3090044",2011,644,41
"3090045",111,129,5
"3090046",37,74,0
"3090047",109,132,5
"3090048",66,108,6
"3090049",106,104,8
"3090050",273,353,8
"3090051",1745,792,33
"3090052",445,185,14
"3090053",81,81,4
"3090054",242,100,5
"3090055",592,97,6
"3090056",137,221,8
"3090057",299,268,5
"3090058",799,550,17
"3090059",1705,441,35
"3090060",1891,781,50
"3090061",1426,538,27
"3090062",1972,918,62
"3090063",2114,543,30
"3090064",390,127,6
"3090065",511,88,7
"3090066",650,103,11
"3090067",1335,236,18
"3090068",558,95,6
"3090069",862,90,8
"3090070",208,20,2
"3090071",311,86,2
"3090072",452,109,7
"3090073",505,70,10
"3090074",379,64,5
"3090075",1608,313,33
"3090076",1002,199,15
"3090077",744,123,9
"3090078",1570,435,28
"3090079",482,209,13
"3090080",1265,117,11
"3090081",2041,321,21
"3090082",1411,264,14
"3090083",279,56,5
"3090084",963,275,19
"3090085",191,199,4
"3090086",362,547,10
"3090087",287,345,5
"3090088",104,86,0
"3090089",8,16,1
"3090090",132,96,4
"3090091",970,288,18
"3110001",78,8,0
"3110003",107,10,1
"311002A",50,4,0
"311002B",58,2,0
"311004A",44,2,0
"311004B",58,7,0
"3130101",689,178,8
"3130202",806,195,8
"3130303",545,257,3
"3130404",1041,92,10
"3150001",194,90,2
"3150002",498,91,2
"3150003",234,53,3
"3150004",182,69,5
"3150005",307,72,5
"3150006",282,140,2
"3150007",178,204,1
"3150008",393,106,7
"3150009",178,45,3
"3150010",107,69,3
"3170001",282,59,5
"3170002",212,70,2
"3170003",310,40,4
"3170004",269,47,1
"317003A",126,10,0
"317004A",104,3,2
"3190101",397,81,4
"3190210",290,75,4
"3190302",488,97,4
"3190405",430,80,9
"3210002",363,59,2
"3210004",630,94,6
"3210005",803,244,8
"3210006",668,140,6
"3210007",111,14,1
"3210008",363,70,2
"3210009",58,47,0
"3210010",185,24,4
"3210012",121,23,2
"3210013",150,95,1
"321001A",1157,250,13
"321001B",1187,356,26
"321001C",140,299,6
"321001D",272,213,6
"321001E",366,276,11
"321001F",217,108,3
"321003A",575,287,5
"321003B",332,68,4
"323001A",76,197,1
"323001B",392,630,10
"323001C",474,1055,22
"323002A",43,219,4
"323002BA",30,72,2
"323002BB",59,143,0
"323002BC",236,570,6
"323002C",163,428,9
"323002D",24,24,0
"323003A",474,821,21
"323003B",523,900,24
"323003C",136,100,0
"323004A",105,267,8
"323004B",476,718,6
"323004C",137,287,3
"323004D",147,509,10
"325001A",765,125,9
"325001B",842,133,7
"325001C",1184,398,15
"325001D",1123,256,15
"325002A",788,344,13
"325002B",1488,320,24
"325002C",1595,460,31
"325003A",458,127,3
"325003B",258,49,3
"325003C",840,317,3
"325003D",338,557,6
"325004A",700,160,6
"325004B",1257,433,25
"325004C",421,285,6
"3270001",110,41,0
"3270002",149,29,0
"3270003",175,31,0
"3270004",116,20,2
"3270005",38,3,0
"3270006",58,6,2
"3290101A",320,38,5
"3290101B",10,1,0
"3290102",1181,359,31
"3290103",1006,274,28
"3290104",186,114,7
"3290105",482,215,9
"3290106",1094,385,31
"3290107",1314,242,28
"3290108",148,34,5
"3290109",174,115,6
"3290110",1685,190,22
"3290201",1027,161,17
"3290202",2512,250,34
"3290203",315,63,2
"3290204",1505,201,23
"3290205",607,92,17
"3290206",1008,140,18
"3290207",1383,241,30
"3290208",282,116,10
"3290210",676,160,13
"3290211",1123,246,22
"3290212",668,194,17
"3290302",948,254,15
"3290303",55,43,4
"3290304",164,224,1
"3290305",120,260,9
"3290306",222,431,14
"3290307",433,163,15
"3290308",612,902,22
"3290309",65,28,1
"3290310",118,62,4
"3290401",470,57,2
"3290402",169,25,5
"3290403",1721,254,37
"3290404",1315,241,27
"3290405",1218,231,32
"3290406",897,142,16
"3290407",1177,300,26
"3290408",1159,110,19
"3290409",861,156,16
"3290410",706,65,9
"3290411",2251,184,32
"329108A",163,34,1
"329109A",0,0,0
"329307A",79,39,3
"329309A",12,1,0
"329402A",408,64,7
"3310101",1060,233,19
"3310105",505,95,10
"3310203",194,38,6
"3310207",174,92,4
"3310210",269,62,5
"3310212",615,270,11
"3310316",317,76,4
"3310317",545,95,5
"3310318",901,331,18
"3310419",613,269,14
"3310420",887,234,19
"3330001",483,58,4
"3330002",248,25,3
"3330003",182,17,2
"3330006",146,15,0
"3330008",312,44,3
"3330009",315,43,5
"3330011",104,4,1
"3350001",433,75,3
"3350002",124,5,2
"3350003",390,81,7
"3350004",269,54,0
"3350025",178,54,2
"3350046",201,29,0
"3370002",1203,146,5
"3370003",672,59,12
"3370004",242,26,3
"3370005",453,39,7
"3370006",464,56,8
"3370007",575,60,8
"3370008",394,50,1
"3370009",583,77,7
"3370010",449,70,6
"3370011",445,68,8
"3370012",64,8,1
"3370013",534,53,7
"3370014",102,15,2
"3370015",243,22,4
"3370016",140,16,1
"3390001",1101,478,25
"3390002",862,266,15
"3390003",2033,969,36
"3390004",688,431,27
"3390005",173,24,0
"3390006",1582,620,23
"3390007",832,159,14
"3390008",1453,167,19
"3390009",902,152,6
"3390010",272,666,14
"3390011",787,182,15
"3390012",640,208,12
"3390013",2649,414,24
"3390014",1477,558,20
"3390015",2295,486,38
"3390016",1445,212,21
"3390017",1506,272,20
"3390018A",2130,418,47
"3390018B",1,0,0
"3390019",1676,295,24
"3390020",649,344,19
"3390021",1347,494,20
"3390022",2225,420,37
"3390023",1256,432,7
"3390024",1236,407,21
"3390025",1260,206,17
"3390026",678,194,14
"3390027",1613,574,27
"3390028",1535,240,17
"3390029A",1856,301,34
"3390029B",113,19,2
"3390029C",202,33,2
"3390030A",2022,282,30
"3390030B",50,5,0
"3390030C",103,14,2
"3390030D",81,11,1
"3390031",2109,751,43
"3390032",960,607,40
"3390033",1359,549,27
"3390034",2227,692,42
"3390035",2052,707,32
"3390036",1122,272,19
"3390037",941,292,11
"3390038A",2657,399,39
"3390038B",6,1,0
"3390038C",46,7,1
"3390038D",23,3,0
"3390038E",1,0,0
"3390038F",22,3,0
"3390039",2394,317,25
"3390040",2568,601,53
"3390041",1497,211,18
"3390042",328,35,5
"3390043",2421,477,39
"3390044",839,357,16
"3390045",1299,428,33
"3390046",2148,915,40
"3390047",1259,782,42
"3390048",1129,436,22
"3390049",984,472,37
"3390050",2053,313,28
"3390051",614,371,18
"3390052",1142,268,19
"3390053",1696,370,25
"3390054",516,145,6
"3390055",410,110,6
"3390056",1278,504,29
"3390057",1321,235,17
"3390058",1285,373,30
"3390059",858,249,15
"3390060",513,290,13
"3390061",2003,1000,47
"3390062",1267,524,36
"3390063",2874,472,51
"3390064",697,189,12
"3390065",2443,370,29
"3390066",1738,282,20
"3390067",1044,547,44
"3390068",1948,651,44
"3390069",1824,851,26
"3390070",1276,523,27
"3390071",1954,775,46
"3390072",2584,315,11
"3390073",658,263,15
"3390074",999,268,22
"3390075",2491,1059,33
"3390076",2338,387,35
"3390077",2400,379,30
"3390078",2273,847,35
"3390079",820,397,33
"3390080",2197,745,44
"3390081",1793,703,34
"3390082",2334,731,40
"3390083",627,97,6
"3390084",1186,867,52
"3390085",1473,296,25
"3390086",2828,438,43
"3390087",1257,522,24
"3390088A",2195,1080,59
"3390088B",64,31,2
"3390089A",2788,521,52
"3390089B",34,6,1
"3390089C",6,0,0
"3390090",2468,393,25
"3390090B",8,0,0
"3390090C",13,1,0
"3390091A",767,96,12
"3390092",1557,850,43
"3390093",1309,408,27
"3390094",495,221,14
"3390095",1237,669,30
"3390096A",1510,736,32
"3390096B",0,0,0
"3390096C",80,39,1
"3410101",787,213,10
"3410201",758,134,7
"3410202",807,98,8
"3410203",35,6,0
"3410301",411,153,6
"3410401",442,52,8
"3410402",28,94,1
"3430101",76,204,4
"3430102",86,122,2
"3430103",248,126,4
"3430202",505,99,4
"3430203",363,123,8
"3430302",378,139,4
"3430303",533,91,7
"3430401",827,253,11
"3450001",143,2,1
"3450002",59,6,1
"3450003",14,1,0
"3450004",118,10,2
"3450005",81,4,0
"3450006",74,12,0
"3470012",961,167,11
"3470013",707,101,10
"3470014",1340,307,12
"3470015",751,123,10
"3470016",1372,306,19
"3470017",120,96,1
"3470021",849,217,2
"3470022",28,28,3
"3470023",98,83,13
"3470024",194,464,15
"3470025",33,26,0
"3470026",830,781,21
"3470027",53,544,6
"3470030",68,125,5
"3470031",205,228,6
"3470032",929,1215,44
"3470033",2036,936,42
"3470034",44,36,0
"3470041",298,246,7
"3470042",576,289,7
"3470043",642,181,7
"3470044",880,135,8
"3470045",421,66,4
"3470046",459,93,6
"3470047",517,50,5
"3490101",560,294,18
"3490103",819,210,15
"3490104",284,74,3
"3490105",146,15,0
"3490106",206,54,3
"3490107",368,170,8
"3490108",215,41,2
"3490109",185,42,2
"3490200",105,216,5
"3490201",27,260,3
"3490202",86,217,2
"3490203",817,272,10
"3490204",127,36,2
"3490205",714,101,11
"3490206",296,36,0
"3490300",645,364,12
"3490301",108,67,2
"3490303",480,110,10
"3490304",326,41,3
"3490305",227,52,1
"3490306",141,18,1
"3490307",220,38,1
"3490308",192,29,2
"3490400",777,182,19
"3490401",130,86,8
"3490402",869,157,18
"3490403",724,71,10
"3490404",480,100,4
"3490405",404,45,3
"3490406",140,13,1
"3510001",423,65,7
"3510002",143,21,1
"3510003",331,23,4
"3510004",83,18,0
"3510005",265,21,0
"3510006",239,153,2
"3510007",92,30,0
"3510008A",112,37,1
"3510008B",31,9,0
"3510009",107,37,1
"3510010",186,16,0
"3510011",311,23,2
"3510012",80,11,0
"3510013",404,33,2
"3510014",80,101,0
"3510015",191,25,3
"3510016",150,19,0
"3510017",15,32,0
"3510018",135,6,1
"3510019",121,11,1
"3510020",18,79,2
"3510021",154,14,1
"3510022",100,86,1
"3530001",340,106,8
"3530002",499,85,3
"3530003",540,166,7
"3530004",369,224,4
"3530005",83,19,1
"3530006",449,76,8
"3530007",161,13,3
"3530008",103,9,0
"3530009",652,108,17
"3550001",306,226,15
"3550002",705,523,23
"3550003",1241,786,31
"3550004",478,590,14
"3550005",575,361,28
"3550006",1138,424,37
"3550007",82,159,2
"3550008",1304,849,35
"3550009",614,264,8
"3550010",497,139,4
"3550011",163,125,2
"3550012",255,285,6
"3550013",111,294,3
"3550014",154,28,2
"3550015",202,115,6
"3550016",240,106,1
"3550017",615,700,25
"3550018",719,397,30
"3550019",1368,484,20
"3550020",531,763,10
"3550021",149,50,6
"3550022",101,87,1
"3550023",1005,195,10
"3550024",68,179,2
"3550025",162,46,0
"3550026",1712,830,22
"3550027",133,109,3
"3550028",99,13,3
"3550029",1150,633,27
"3550030",7,29,2
"3550031",48,128,0
"3550032",503,373,15
"3550033",58,104,1
"3550034",63,84,0
"3550035",73,225,3
"3550036",166,181,2
"3550037",210,345,5
"3550038",31,92,5
"3550039",130,114,4
"3550040",1847,501,35
"3550041",33,68,1
"3550042",164,93,5
"3550043",57,118,1
"3550044",58,182,3
"3550045",35,98,3
"3550046",19,55,1
"3550047",30,58,0
"3550048",326,331,16
"3550049",359,118,8
